Tract,AccessCare,Arthritis,BingeEat,BPHigh,BPMed,Cancer,ChildAsthma,CHD,Checkup,CholesterolScreen,ColonScreen,COPD,CorePreventionMen,CorePreventionWomen,Smoking,Dental,Diabetes,HighCholesterol,CKD,LPA,Mammography,MentalHealth,Obesity,PapTest,PersonalHealth,Sleep,Stroke,TeethLost
1210275,20.9,26.2,16.6,34.2,76,7.5,8.2,7.7,73.1,82.4,65.4,9.2,36.1,34,18.3,63.3,11.2,35.9,3.2,29,78.9,13.9,28.1,82,14.5,33.3,3.6,13
1212875,21.1,28,17.9,35.8,76.6,8,8.6,8.1,73.8,82,64.9,9.5,34.8,34.3,19.6,59.9,11.2,35.3,3.5,28.8,77.2,14.1,29.1,78.4,14.8,38.2,4.1,16
1214400,20.2,19.5,18.2,28.6,70,5.4,8.4,5,71.4,82.1,61.4,6.5,33.9,29.6,15.8,66.6,8.5,30.9,2.6,26.9,82.7,13,24.7,81.5,11.9,36.6,2.7,12.2
1216475,21.2,19.7,18.2,28.2,70.5,5.8,8.1,5.3,70.7,81.4,61.5,6.6,34.4,30.3,15.3,66.2,8.5,31.5,2.7,27,82.3,12.8,23.8,80.9,11.9,35.3,2.7,12
1216725,24.1,26.5,15.1,37.5,76.7,7.8,9,8.5,74.4,82.1,60.6,9.9,32.3,27.5,18.6,59,11.7,36.2,3.8,32.7,81.3,14.2,27,80.5,15.5,37,4.6,17.1
1217200,24.9,25,16.2,34.2,72.3,6.5,8.9,7.2,69.6,79.3,59.9,9,26.4,33.6,22,55.6,11.9,35.8,3.3,31.2,80.1,15.2,33.4,79.5,15.1,38.1,3.7,17.7
1224000,22.1,23.3,16.6,35.1,74.4,6.6,8.8,7,73.4,82.3,61.6,8.4,34.3,29.8,18.1,61.2,10.8,34.3,3.3,30.1,82.8,13.8,27.4,81.6,14,37.4,3.9,14.3
1225175,21.1,15.6,18.1,25.1,63.8,4.1,9.1,4.2,66.3,69.7,60,6.1,35.8,34,17.5,56.8,7,25.5,2.4,26.1,80.9,16.6,28.5,79.5,11.2,37,2.4,15
1230000,42.6,21.9,13.1,34.4,76.5,5.7,7.1,8.9,73.2,80.4,45.3,7.7,19.4,17.4,17.9,50.9,17.8,37.3,4.6,41.2,82,14.9,34.2,81,17.9,33.9,4.3,18.5
1232000,25.5,23,16.1,33.7,73.8,6.5,8.4,7,72.5,82,59.1,8.2,32.3,27.8,17.4,60.4,11,34.4,3.3,31.6,81.9,13.8,26.9,81,14.4,36.9,3.7,14.8
1235000,20.7,22.8,17.4,33.1,74.1,6,9.4,6.2,72.9,80,62.9,8.4,33.5,28.9,21.7,57.4,11.2,31.3,3.1,30.9,79.9,14.6,32.7,83.4,14.2,38.2,3.6,18.4
1238250,22.9,28.3,14.6,38.9,78.1,7.9,9.1,8.9,73.9,79.8,67.5,10.5,35.1,31.9,20.4,56.1,13.1,36.2,3.9,32.5,82.4,15.1,34.8,83.2,15.7,35,4.7,18.7
1239425,20.4,31.4,16.7,38.6,79,9.2,8.7,9.6,74.9,82.9,64.6,11.1,33.7,33.2,19.9,58.6,12.2,37.7,3.9,30.2,75.7,14,28.7,77.1,15.9,37.7,4.7,18.3
1239550,27.9,24.8,13.3,41.7,75.6,5.8,10.9,7.5,77.6,80.9,56.7,9.8,26.1,23.2,22.4,50.1,14,33,4,37.4,84.4,16.7,34,82.1,16.8,44.3,5.3,22.7
1243975,19.8,28.2,17,36.4,76.5,7.9,8.5,8.4,73.3,80.8,61.3,9.9,34,28.5,19.8,57.7,11.6,35.8,3.6,31.7,76.4,14.5,30.5,78.6,15.2,35.3,4.2,16.8
1245000,35.4,20.4,14.6,32.8,75.1,5.4,7.6,7.8,73.2,79.9,47.4,7.5,20.5,18.2,18.6,53.3,15.2,34.2,4.1,37.2,83,14.7,33.1,82,16.1,34.8,4.1,19.4
1245025,24.6,18.2,17.6,27.4,72.6,5.7,6.8,6,71.9,81.9,56.6,5.7,27.8,24.3,15.2,66.8,10.4,31.8,3.1,28.2,83.4,11.9,27.5,83.3,11.8,31.2,2.9,10.8
1245060,29.5,22.2,13.7,38.1,76.1,5,10,6.8,78.4,80.5,52.4,8.5,20.1,20.2,23.2,52.5,14.7,31.8,3.9,37.3,85.5,16.5,37.5,82.7,15.8,41.2,4.8,21.6
1245975,24.9,17.4,16.9,30.3,69.5,4.4,8.7,4.4,73.5,82.5,60.3,5.5,29.4,27.4,15.6,63.5,9.8,28.5,2.7,29,84.6,12.9,28,83.3,11.7,39.9,2.8,12.6
1253000,24.2,19.1,17.1,29.7,68.5,5,8.8,5.3,70.3,78.5,60.2,6.9,29.3,28.2,18.5,58.8,10,30.1,2.9,29.7,80.8,14.5,29.9,84.1,13,37.6,3.2,17.7
1254000,21.8,27.1,17.2,36.4,75.1,7,8.8,7.6,73.1,80.7,59.7,9.5,32,27.9,21.4,55.1,11.9,35,3.4,32.8,76.9,15.2,32.7,79,15.5,37.4,4,16.8
1254200,19.7,29.2,14.8,37.2,79.5,8.5,8.6,8.8,76.3,83.7,67.7,10.2,35.7,31.2,19.9,65.2,12.4,37.1,3.7,30.2,79,13.9,29.4,78.7,15.3,34.5,4.4,15.8
1255775,23.1,21.1,16.3,31.7,74,6.3,7.9,6.2,73.7,84.1,61.9,6.5,31.6,27.1,13.4,66.6,10.5,32.5,3.1,28.5,82.7,11.7,24.8,82.2,12.3,35.8,3.3,14.1
1257425,18.8,21.1,17.5,30.5,72.9,6.4,8.2,5.6,73,83.7,64.8,6.6,35.3,31.3,14.4,68.6,8.8,32.1,2.8,25.9,83,11.9,24,82.1,11.6,35.4,3,11
1258050,26.3,25.7,15.1,37.7,75.6,7.3,9.1,8.4,74,81.3,59.2,9.9,32.5,27.4,19.8,56.5,11.9,35.9,3.8,33.9,81.6,14.8,28.3,80.6,15.9,38.1,4.6,17.5
1258715,22.3,25.8,16.3,34.1,73.2,7,8.6,7.5,70.4,81.3,66.4,9.1,31.3,34.6,20.4,63.4,11.1,36.3,3.3,31.1,81.2,14.2,31.8,83.6,14.7,37,3.8,15.1
1263000,19.3,26.1,18.6,34.9,75.4,7.2,9,7,74,82.1,64.3,8.7,34,33.9,19.7,60.4,10.9,33.3,3.3,27.8,78.2,14,29.8,79.2,14,39.8,3.9,16.1
1269700,24.1,22.9,15.7,34.5,74.5,6.4,8.8,6.8,74.2,82.6,59.7,7.9,30.5,26.2,16.8,61,11.2,33.2,3.4,31.3,82.5,13.5,26.9,81.3,14,38.1,3.9,16.2
1270600,19.8,16.2,18.4,25.1,64.8,4.3,9.4,4.1,69.6,72,72.2,6,37.2,41.2,18.3,63.3,7,25.7,2.4,25.5,84.7,16,30.9,84.3,11,34,2.5,12.8
1271000,23.6,22.7,17.5,32.8,71.3,5.7,8.9,6.1,72.8,79.4,58,7.6,30.1,28.3,19.7,55.5,10.6,32.6,3.1,29.4,79.3,15.2,30.7,81.9,13.9,35.6,3.5,19.4
1276600,24.4,23.7,14.4,33.6,73.9,6.5,8.7,7.2,74.2,80.9,63,8.3,31.9,31.5,19.3,65.4,11.6,33.1,3.4,31.8,81,14.1,27.4,84.8,14.3,40.6,3.9,12.9
1301052,26.4,24.8,11.9,40.6,77.6,5.7,11.3,7,77.7,79,59.1,8.8,29.1,26.3,23.7,51.9,14.9,32.3,4,39.8,83.7,16.6,40.6,84.7,15.1,47.1,4.9,25.2
1303440,21.8,17.6,16.1,26.1,69.6,4.3,9.8,4.5,71.1,71.4,59.7,6,32.9,29.9,19.1,59.2,8.3,25.9,2.7,31.4,81.9,16.1,29.3,80.9,10.9,37.3,2.7,18.7
1304000,19.9,17.4,18.4,30.3,76,4.9,9.4,4.9,72,79.9,62.6,5.7,29.1,31.3,17,62.1,10.3,27.5,3,28.3,83.8,12.5,29.9,84.9,10.4,38.4,3.4,19.3
1304204,23.7,23.2,14.1,37,78,5.7,10.3,6.5,78.1,79.6,60.3,8.1,34.4,28,22.1,59.8,13.4,32.1,3.6,35.8,81.7,15.1,37.8,83.9,13.7,42.5,4.2,22.6
1319000,22.5,24.8,14.5,36,77.6,5.8,10,6.3,75.6,80.5,60.1,7.6,29.2,30.3,21.6,59.3,12.6,31,3.5,34.9,81.6,14.5,37.7,83.9,13.2,41.4,4,19.6
1342425,12.4,15.8,18.4,23.5,75.1,5.6,7.2,3.7,70.8,86.1,66.5,3.9,38.6,42.3,11.3,76.8,7.1,29.4,2.1,20.9,81.7,8.7,20.7,82.6,7.6,33.3,1.9,7
1349000,26.8,27.9,11.6,41.3,80.4,6,11.2,7.9,79,79.4,57.9,9.8,27.7,26.8,24.2,49.7,16.3,34.5,4.4,41.5,82.2,16.7,41.3,83.9,16.2,43.6,5.5,29.1
1367284,16.8,17.9,19.4,25.7,75.2,6.3,7.9,4.5,70.2,84,68.6,4.8,38.7,41.4,13.4,73,7.6,30.3,2.4,23.3,81.8,10.2,24.4,84.4,8.9,32.7,2.3,8.3
1368516,16.5,16.5,19.5,24.7,73.8,5.9,8,4.2,70.2,82.6,68.6,4.5,38.7,39.9,13.1,71.9,7,28.1,2.3,22.8,82.2,10.2,24.1,84.7,8.3,33.4,2.2,8.7
1369000,22.7,23,14.6,36.1,76,5.5,10,6.1,75.6,78.8,63.1,7.2,30.1,29.9,20.6,56.4,12.1,29.9,3.4,34.1,83.6,14.4,35.9,83.7,12.6,41.3,4,21.7
1380508,22,21.6,15,32.9,75.3,5.4,9.8,5.9,73,78.9,59.4,7.3,32.9,30.8,21,58.6,10.9,29.8,3.2,34.4,81,14.6,38.2,83.2,12.6,39.1,3.5,20.8
15003,9.1,18.4,19.3,30.3,74.2,5.4,8.8,4.4,72.2,80.4,67.5,3.7,31.4,30.4,13.5,72.3,11.2,32.9,3,23.6,80.3,10.3,23.4,81.5,10.7,46.9,2.7,6.8
1608830,14.1,20.7,16.8,27.2,66.7,6.2,9.3,4.9,59.1,74.7,62,4.8,39.6,33.3,14,69,7.4,29.2,2.6,20.5,70.5,12.1,27.7,80.4,10.5,27.8,2.5,13
1652120,13.9,20,17.7,25.9,64.7,5.9,9.3,4.4,58.5,75.8,63.4,4.5,40.4,34.7,14.5,70.8,6.8,28,2.4,20,69.9,11.8,27.9,81.1,10.1,28.1,2.3,12.2
1656260,21.6,23.4,14.8,28.4,67.7,6,10.2,5.5,53.4,72.1,51.3,6.1,34.4,23.8,17.6,58.1,9.4,29.6,3.1,28.5,67.4,14.2,35.9,77.2,13.4,32.9,3.1,19.1
1702154,8.7,23.2,22.4,28.3,74.6,7.7,7.8,5.3,69.1,87.2,66.9,5.7,42,33.1,12.7,74.1,7.9,32,2.6,19.7,76.5,9.5,24,85.7,9.3,29.3,2.5,7.9
1703012,19.6,19.1,20.3,27.1,66.6,4.7,9.1,4.6,65.4,79.8,57,5.6,27.1,29.8,17.8,62,9.6,29.1,2.6,25.1,78.4,13.4,32.7,84.5,11.8,35,2.4,16.6
1706613,10.3,22,20.7,27,71.5,6,9.3,4.9,66,81.4,64,5.9,38.1,31.2,16.7,68.2,8.4,30.8,2.5,22.7,76,12.2,32.2,84.5,10.3,33.4,2.5,12.7
1707133,13.6,21.1,20.4,30.1,68.1,4.8,9.1,4.1,70.9,83.3,60.7,5,32.5,27.9,16,63.9,9.4,30.3,2.4,23.3,77,11.8,33.7,83.7,10.1,34.6,2.3,14
1712385,12.1,16.1,21.4,24.3,63.1,4.3,9.5,3.7,63.7,72.8,63.5,4.9,35.5,33.3,16.8,61.2,6.7,26.6,2.2,24,77.9,14.6,33.6,80.8,9.6,30.4,2,12.3
1714000,17.8,20,21.5,30.3,71.9,5,9.2,5.2,67.7,81.8,56.9,6.2,30.9,24.6,17.9,57.5,11,28.6,3.1,27.4,78.5,12.9,32.3,86,11.9,36,3.2,16.7
1714351,33,17.1,21.7,26.6,64.3,3.9,8.4,5.1,62.1,77,46.1,6,26.7,20.4,19.9,46.1,11.4,28.4,3.1,34.1,75.4,15.1,35.1,84.5,14.1,36.3,2.7,19.9
1718823,13.5,28.8,16.9,37.9,76.1,7.5,10.6,7.7,69.1,81.2,58.9,9.3,32,27.5,21.7,56.8,12.4,36.2,3.7,30.2,74.3,14.8,37.8,82.7,14.7,34.3,4.1,18.7
1723074,18.9,20.4,21,27.4,69.2,5.3,8.8,5,65.5,80.9,57.3,6,29.8,31.8,17.5,63.3,9.6,29.8,2.7,25.1,77.6,12.9,31,84.1,11.8,34.4,2.5,14.3
1724582,10,18.7,23.2,25.4,71.4,5.8,8.3,4.2,67.6,83.1,66.4,4.7,39.5,31,12.6,71.1,7.3,27.4,2.4,19.6,79.1,10.4,24.9,86.2,8.5,31.1,2.3,8.4
1738570,17.1,23.2,20.9,31.6,68,5.3,9.8,5.1,69.5,80.5,58,6.5,31.9,26.2,19.7,58.2,10,31.1,2.8,27.2,75.6,14,36.8,83.7,12.2,34.8,2.8,18.7
1751622,7.3,20.4,20.3,27.3,69.6,6,8.1,3.9,69.6,86.2,68,4.2,37.5,32.2,11.7,75.2,7.5,31.9,2.1,17,79.1,9.4,27.1,85.2,8.2,30.1,1.9,7.4
1757225,11.8,19.6,23.9,25.2,69.8,5.9,7.9,4.4,66.1,84.5,64.1,5.2,40.6,32.9,14.4,69.9,7.5,29.3,2.4,20.9,76.7,10.6,25.4,85.4,9.4,31.3,2.2,8.5
1759000,13.2,25.9,18.4,34.5,74.1,6.5,10.3,6.4,68.5,80.7,61.7,7.6,34.7,29.4,19.8,59.3,10.9,32.8,3.3,27.4,78,13.9,36.4,83.4,12.9,33.7,3.5,16.6
1765000,16.6,26.3,18.3,36.5,74.2,6.8,10.4,7.2,68.8,80.6,58.2,8.7,32.1,26.7,22.2,56.3,12.2,35.7,3.5,30.3,72.4,15,35.2,82.5,15.2,38.8,3.9,18.6
1768003,10.2,19.7,22.9,25.5,71.4,6.1,7.7,4.4,67.1,85,64.7,5.2,39.6,31.8,14,71.2,7.6,29.3,2.4,20.7,76.5,10,23.4,84.1,9,31.7,2.2,8.7
1772000,11.5,27.2,19,34.4,74.3,7.1,10.1,6.5,69.1,82,63.9,7.9,34.5,29.8,19.8,60.8,10.7,34.7,3.2,26.1,77.5,13.6,34.7,84.3,12.9,34.2,3.4,15.3
1779293,24.2,21.3,18.1,32.1,69.5,4.7,9.8,5.5,66.1,79.4,50.3,6.6,26.4,25.4,20.9,50.9,12,30.8,3.1,30.9,77.5,14.9,35.2,82.7,13.6,38.1,3.1,20.8
1805860,12.6,15.1,19.1,21.4,60.9,3.8,10.3,3.7,58.1,64.2,61.9,5.4,33.6,28.5,20,57.8,5.9,24.4,2.2,25.8,74.6,18.3,25.6,77.5,10.3,33,1.9,14.2
1810342,6.9,22.5,17.8,28.5,75.6,6.8,8.5,4.5,66.3,85.2,71.3,4.8,45.6,35.8,12.3,81.8,8.2,32.3,2.2,20.9,77.3,9.8,26.8,83.3,9,29.8,2.1,7.2
1822000,14.1,29.2,17.1,36.8,75.9,6.9,10.8,7.8,68.2,77.7,63,10.1,33.7,30.8,26,58.2,12.1,35.3,3.5,34.6,75.4,17.6,35.7,80.2,16.2,36.2,4,21
1823278,7.6,18.5,20.7,24,69.2,5.2,8.8,3.3,62.9,82.5,70.4,4.1,45.5,36.9,14,80.8,6.4,27.7,1.8,20.4,77.3,10.6,27.7,84,8.2,31.3,1.6,6.8
1825000,13.9,27,16.8,33.9,74,6.4,10.6,6.6,66.4,78.2,61.2,8.3,28.1,27.6,23.2,65.1,11.2,32.8,3.1,28.8,71.9,15.7,35,80.1,14.2,32.8,3.4,17.7
1827000,19.2,32.9,11.7,51.1,81.7,6.2,12.6,9.7,76.2,81.7,53,11.5,21.5,17.5,26.9,42.3,22.6,37.2,5.2,41.6,79,17.9,49.3,83.7,20.7,48.1,6.8,31.1
1831000,20.5,25.7,16.8,35.7,74.2,5.7,10.2,7.1,66.9,77.9,53.1,8.9,28.3,21.9,23.7,50.8,14,33.8,3.5,35,73.9,16.5,39.1,81.5,16.7,41.2,3.8,23.2
1836003,15,23.9,17.6,34.2,73.5,5.7,11.3,6.1,67.3,78.3,62.1,8,32.9,26.9,22.1,57.6,11.7,32.3,3.1,29.6,74.9,15.1,35.4,78,13.7,36.4,3.5,20.9
1840788,14.2,23.7,19,31.3,71.4,6.1,10.4,6.2,64.6,74.8,62.8,8.1,33.7,26.3,22.9,58.8,10.2,33,2.9,31.4,75.9,16.8,35.2,78,14,34.3,3,18.4
1851876,14.2,26.6,15.4,32,72.4,5.7,11.5,6.7,66,71.2,60.6,9.1,33.6,27.8,24.6,55.8,10.6,32.7,3.2,33.7,74.2,19.1,35.6,77,14.8,36.3,3.4,21.7
1871000,16.9,27.4,16.9,36.2,75.9,6.5,10.3,7.4,66.7,77.8,58.2,9.2,32.7,26.2,24.3,55.1,12.5,33.7,3.6,34.3,76.5,16.6,37.9,79.1,15.9,40.4,4.1,23.4
1912000,9,21.3,21,27.5,74.1,6.9,9.3,5.4,68.8,75.2,67.3,5.8,44.8,39,18.6,73.1,8.5,33.2,2.6,24,78.3,11.8,33.9,85.8,9.9,28.1,2.8,13.1
1919000,10.9,23.8,20.5,31.8,75.4,6.5,10.2,6,68.7,75.1,63.9,6.5,41,33.7,20.8,67.9,10,34.6,2.9,28.7,79.8,12.9,37.8,83.5,11.6,30.3,3.1,14.8
1921000,12.5,23.2,19.5,30.3,73.1,5.7,9.7,5.6,68,74.4,65.3,6.5,40.5,33,20.1,65.7,9.7,33.1,2.8,26.2,78.9,13.5,38.8,85.4,11.5,32.7,3,15.7
1938595,9.4,15.5,23.6,21.4,65.1,4.4,9.4,3.5,66.3,65.7,68.3,4.1,46.1,36.4,15.3,70.6,5.9,25,2.1,20.8,78.5,13.2,29.4,82.4,8.2,27.1,1.8,10.1
1973335,13.2,23.3,19.1,29.1,74.6,6.6,9.8,6.1,67.4,73.3,61.2,6.9,40.1,33.1,21.3,64.2,9.7,33.2,3,29.1,76.5,13.4,35.1,81.5,12.3,28.9,3.2,16.1
1982425,11.7,26.3,21.7,32.2,75.3,6.9,9.8,6.6,69.2,74.2,66,7.2,51.9,34.5,22.2,66.4,10.6,36.3,3.1,28.7,78.8,13,36,83.1,12.4,29.9,3.5,16.1
2036000,26.1,24.2,17.3,37.4,72.4,5.7,10.4,6.8,66.1,72.1,54.6,7.6,29.3,23.8,24.4,51.9,13.5,33.7,3.5,39,73.9,15.1,39.8,78.7,14.9,37,3.9,21.8
2038900,14.2,15.6,23.3,22.8,64.8,4.5,9.5,3.7,63,66,64.9,4.6,33.4,36.6,17.6,67.2,6.4,26,2.2,22.3,80.3,13.4,26.9,81.6,9,29.2,1.9,10.5
2052575,13.1,18.1,21.1,24.2,70.4,5.4,8.7,3.9,68.4,78.4,69.1,4.5,38.4,33.1,14.5,74,7.2,30.4,2.1,23.1,80.1,10.3,28.5,86.2,8.4,27.6,2,10.3
2053775,10.5,20.2,19.4,26.4,75,6.7,8.3,4.5,71,81.6,72.1,4.4,40.8,35.1,11.6,78,7.8,32.9,2.3,21.3,80.6,8.9,26.6,86.4,7.9,25.7,2.2,7.8
2071000,17.6,24.8,16.4,35.7,76.5,6.9,9.9,6.5,71.7,74.5,64.3,7.3,33.9,36.3,21.4,62.6,11.5,35.9,3.2,30.3,81.3,13,37.5,82.6,12.8,32.5,3.3,16.1
2079000,18.7,22.6,15.5,33.5,74.6,6.3,9.4,6.2,66.7,73.2,61,6.7,28.5,31.3,20.4,62.8,11.5,34.7,3,30.7,75.2,14,33.9,81.9,12.7,35.5,3.1,17.7
2146027,9.3,24.5,19.5,32.5,75.2,5.7,10.4,6,70.8,78.3,70,7.9,42.6,36.8,20.9,65,9.7,32.3,2.8,29.3,80.7,14.8,30.3,85.3,13.2,39.3,2.9,15.9
2148006,9.8,27.6,18.3,39,78.7,6.6,10.8,7.3,75.7,79.3,66.8,9.6,43.1,36.4,23.2,62.8,12,35,3.3,33.2,82.2,14.9,34.5,86.2,15.5,37.9,3.7,18.5
2205000,14.8,23.6,19.4,39.1,74.4,5.5,9.8,6.1,73.9,76,64.9,7.3,26.7,29.2,21.7,55.3,12.2,35,3.3,34,81,17.1,35.7,85,14.8,37.9,3.8,17.2
2239475,16.3,25,19,37.2,76.2,6.3,8.9,6.5,72.6,80.3,62,7.5,29.9,29.6,20.9,58.2,12.6,36.1,3.2,31.5,80.8,15,36,83.2,15.1,38.4,3.5,15.5
2240735,13.2,24,19.3,34.1,75.1,6,9.5,6.2,73,77.4,63.4,7.5,30,28.9,20.3,58.5,11,33.1,3.1,30.1,79.7,16.2,32.6,82.9,14.5,37.2,3.5,17.1
2241155,15.2,26.4,16.8,41.4,77.1,6.5,10,7.7,74,78.5,59.3,8.9,25.6,27.9,23.3,53.8,13.9,36.1,3.8,34,79.8,16.6,37,83.6,16.3,41.3,4.6,21.6
2255000,14.4,23.2,20.9,38.7,76.5,5.5,9.9,6.2,72.5,79,62.8,7.3,26.1,27.5,22.1,56.4,13.3,32.8,3.5,29.6,81.6,15.8,35.4,85.9,14.6,40.7,4.1,18.8
2270000,15.7,26.1,16.5,42.1,78,6.3,10,7.6,75.6,79,58.8,9.1,27.2,28.5,24.3,49.6,14.7,35.5,3.9,35.3,81.9,17.4,40.3,86,17.1,38.1,4.8,21.8
2360545,12.9,22.3,20,26.6,68.6,6.5,10.3,5.1,66,79.1,73,5.9,43.1,34.7,15.5,66.3,7.4,30.5,2.6,20.5,78.1,13.1,23.6,83,10.9,31.5,2.6,11.9
2404000,12.7,24.8,17.3,36.4,76.9,5.6,11.3,5.8,74.5,82.7,64.6,7.2,34.9,32.8,21.8,55,12.6,30.6,3.5,31.2,83.9,15.9,38.7,,13,43,4.2,19.6
2507000,10.1,17.2,22.6,23.8,70.9,4.8,11.1,4.1,72.3,75.1,64.1,5,27.2,28,16.4,66.6,8.8,28.3,2.6,23.6,84,14.4,24.6,85.1,10.8,35.5,2.6,16.2
2509000,11.8,27.7,17.5,33.1,75,6.4,12.9,6.1,78.2,78.8,67.1,8.1,25.6,26.4,23.2,57.6,11.5,33.7,3.3,31.3,84,15.9,34.1,84.9,15.2,44.3,3.7,21.7
2511000,6.3,14.1,23.4,19.3,66.5,4.6,9.7,2.9,72.2,74.5,73.3,3.3,34.6,32.3,10.8,72.2,5.2,23.3,1.8,18.6,85.4,11,20.9,83.9,7.6,31.9,1.6,11
2523000,11.2,29.4,17.9,32.7,74.7,7.1,12.6,7.5,76.6,76.4,66.6,10,31.4,22.9,24.1,58.6,11.1,35.6,3.4,33.4,82.5,17.5,32.6,82.5,16.9,39.7,3.9,27
2534550,21.5,21.2,16.5,29.6,70.1,4.8,11.3,5.8,75.9,75.3,54.1,6.6,20.8,17.3,19,54.6,12.9,33.1,3.4,36,78.6,16.2,33.7,83.5,16.1,40.5,3.1,25.7
2537000,12,20.5,18.8,27.5,71.7,5.4,10.8,5.3,73.1,73,61.5,6.9,28.2,26.1,18.9,57.1,9.5,30.5,2.9,30.6,81.9,15.3,26.9,79.5,13.8,36.7,3,23
2537490,13.7,23.6,17.5,30.6,72.7,6.1,11.7,5.8,77.7,78.3,62.6,7,26.1,22.4,18.7,63.1,10.8,33.5,3.1,30.7,78.2,14.7,30,83,14.2,39.7,3.1,20.9
2545000,12.8,29,17.5,32.8,74.6,7,12.6,7.5,76.7,76.6,66,9.7,30.8,22.7,23.3,57.6,11.6,35.2,3.5,33.6,82.5,17.5,33.4,82.9,16.9,40.3,4,26.7
2545560,4.5,20.6,20.4,25,75.6,7.4,9.4,4.3,76.5,82.8,75.4,4.2,37.6,34.7,9,79,6.7,30.3,2.3,18.1,84.8,9.4,20.5,84.8,8.5,29,2.1,8.9
2555745,7.6,23,17.8,28.7,74,6.5,9.7,5,74.9,81.6,66.1,5.6,29.4,29.3,16,70.3,9.4,33.3,2.6,23.9,81.5,12,22.6,80.7,11,34.2,2.6,14.3
2562535,7.3,15,24.5,19.8,65.9,4.7,10.1,3.2,71.3,74.5,70,3.9,33.4,30.8,12.7,69.9,5.4,23.8,1.9,20.1,83.9,11.8,22.5,84.2,8.6,32.4,1.7,14.5
2567000,15.7,25.9,17.4,33.1,74.3,5.7,12.1,6.7,75.3,76.3,59.6,8,27,25.2,21.3,58.7,12.4,33.5,3.7,33.9,83.3,17.7,35,84.3,16.7,38.9,3.8,26
2582000,11.3,24.2,19.4,28.9,73.1,5.8,11.6,5.5,75.8,76.5,65.2,6.7,31,27.9,18.9,61.3,9.7,31.1,2.9,28.2,80.5,15.8,30.1,84.4,13.7,38.2,3,19.2
2603000,8.8,17.7,20,19.9,66.3,4.7,9.8,3.5,65.7,73.9,73.4,4.1,38.6,41.2,12.6,75.5,5.5,26.4,2,18.3,84.1,13.6,26.1,83.6,8.5,31.1,1.7,6.6
2621000,12.7,28.8,18.8,33.2,72.6,6.9,11.8,7.9,70.5,78.5,63.7,10,32,30.1,25.5,64.7,10.5,35.3,3.5,29.7,78.8,17.3,31.6,83.1,16.2,39.4,3.8,15.8
2622000,18.5,31.4,13.4,46.9,77.5,5.7,14.3,8.9,78.8,81,58.5,10.7,20.8,21.5,28.9,50.7,18.3,35.3,4.8,38.9,83.9,18.8,44.5,85.5,19.4,49.8,6.1,25.9
2627440,7.6,27.1,17.5,30.5,77.8,7.8,9.6,5.9,74.1,86.5,70.4,5.9,36.7,31.1,13.2,79.5,9.3,34.9,2.8,21.4,78.8,10.7,25.5,86.5,10.5,33.2,2.8,8
2629000,16.9,33.7,14.4,45,75.4,5.9,13.2,8.7,76.6,77.3,57.4,11.3,22.9,20,28.8,50.8,17.2,35.8,4.4,36.8,83.4,19.9,47.8,84.1,19.4,48.7,5.4,25.4
2634000,13.9,23.5,19.5,29.6,72.9,5.8,10.7,5.8,72,78.1,65.1,7.1,38.8,30.4,19.2,64.9,9.7,29.5,3,26.5,81.8,15.2,33.2,85.2,13.4,36.1,3.1,14
2642160,12.8,22,20.9,27.4,69.9,5,11.5,5.4,67.7,71.3,66.1,7.1,31.3,31.6,22.3,61.2,9,29,2.9,26.8,80.9,17.9,32.5,84.4,13.1,38.3,2.9,16.8
2646000,13.5,25.8,19.3,32,73.2,5.6,11.4,6.2,69.8,77.1,63.5,7.9,37.4,27,22.6,65.8,11.2,31.5,3.1,28,80.9,16.8,35.1,84.7,14.9,39.9,3.3,15.1
2649000,7.9,29.3,19.7,32.6,75.6,8.3,10.2,6.8,74,85.6,71.5,7.1,37.7,36.1,17.1,78.3,9.1,35.8,2.9,22.9,79.7,11.9,26.5,84.3,11.9,35.6,3,8.7
2669035,7.1,25.6,19,27.5,76.2,7.5,9.2,5.3,72.4,86.1,71.3,5.5,38.2,32.8,12.8,81.4,8.2,34.4,2.5,19.9,78.2,10.4,23.8,86,9.8,31.8,2.4,6.9
2674900,10.4,30.2,14.6,39.8,80.8,7.3,11.7,6.8,79.3,87,68.7,7,29.8,26.1,16,72,13.7,35.1,3.7,26.8,82,12.3,34.2,88.4,12.7,39.4,4.1,11.9
2676460,10.4,30.3,20,33.9,76.6,7.6,10.5,7.2,71.7,81.7,65,8.2,29.2,31.5,21.5,69.6,10.4,35.7,3.1,28.1,78.1,14.4,31.9,83,14.3,37.2,3.3,11.8
2680700,7,25.2,18.1,27.7,76.8,7.3,8.9,5.3,72.9,86.8,70.4,5.3,37.6,32.8,12.3,80.8,8.6,34.9,2.5,19.9,77.8,9.9,22.7,85.1,9.6,32.3,2.4,7.4
2684000,12.5,31.9,18.9,36.7,76.9,7.7,11.1,8.2,72.1,80.2,61.7,9.6,27.8,29.5,24.6,63.5,11.7,36.3,3.5,31.9,77.1,16.1,35,82.9,16.3,39.1,3.9,14.9
2686000,11.5,28.5,19.1,33.7,73.4,7,11.5,6.9,72.9,81.7,66.4,8.4,33.2,32,23,69.1,10.2,34.4,3.2,28.1,78.9,15,31,83.3,14.2,40.1,3.4,13.1
